116.2511	39.53471	116.2511	39.53471
116.2511	39.53471	116.2511	39.53471
116.29405	39.55676	116.29405	39.55676
116.29405	39.55676	116.29405	39.55676
115.8886	39.56962	115.8886	39.56962
116.41242	39.57247	116.41242	39.57247
116.41242	39.57247	116.41242	39.57247
116.41242	39.57247	116.41242	39.57247
115.85975	39.59539	115.85975	39.59539
115.85975	39.59539	115.85975	39.59539
116.10828	39.60601	116.10828	39.60601
116.10828	39.60601	116.10828	39.60601
116.06563	39.60804	115.96658	39.60072
115.88389	39.6256	115.88389	39.6256
115.88389	39.6256	115.88389	39.6256
115.88389	39.6256	115.88389	39.6256
116.06168	39.64765	116.06185	39.6475
116.23816	39.65453	116.23816	39.65453
116.43788	39.66851	116.43788	39.66851
116.43788	39.66851	116.43788	39.66851
116.43788	39.66851	116.43788	39.66851
116.43434	39.66983	116.43434	39.66983
116.31932	39.67533	116.22432	39.87096
116.64879	39.67533	116.64879	39.67533
116.5977	39.67973	116.5977	39.67973
116.31011	39.68316	116.31011	39.68316
116.31011	39.68316	116.31011	39.68316
116.58509	39.68599	116.57946	39.75707
116.5552	39.68704	116.5552	39.68704
116.5552	39.68704	116.5552	39.68704
116.36418	39.68753	116.33588	39.73636
116.87491	39.68912	116.87491	39.68912
116.87491	39.68912	116.87491	39.68912
116.87491	39.68912	116.87491	39.68912
116.57623	39.69102	116.57623	39.69102
116.57623	39.69102	116.57623	39.69102
116.57623	39.69102	116.57623	39.69102
116.53662	39.69147	116.53662	39.69147
116.29989	39.69205	116.31694	39.64397
116.52778	39.69891	116.52778	39.69891
116.52778	39.69891	116.52778	39.69891
116.52778	39.69891	116.52778	39.69891
116.293	39.69913	116.293	39.69913
116.293	39.69913	116.293	39.69913
116.293	39.69913	116.293	39.69913
116.72402	39.69973	116.72402	39.69973
116.72411	39.69993	116.72411	39.69993
116.72411	39.69993	116.72411	39.69993
116.18231	39.70166	116.18231	39.70166
116.18231	39.70166	116.18231	39.70166
116.18231	39.70166	116.18231	39.70166
116.32606	39.70351	116.31895	39.62122
116.08976	39.70732	116.08976	39.70732
116.08976	39.70732	116.08976	39.70732
116.08976	39.70732	116.08976	39.70732
116.61284	39.71539	116.61284	39.71539
116.61284	39.71539	116.61284	39.71539
116.61284	39.71539	116.61284	39.71539
116.42456	39.71676	116.42456	39.71676
116.41759	39.71945	116.41759	39.71945
116.41759	39.71945	116.41759	39.71945
116.42786	39.71955	116.42786	39.71955
116.42786	39.71955	116.42786	39.71955
116.46203	39.72112	116.46203	39.72112
116.46203	39.72112	116.46203	39.72112
116.56045	39.72155	116.56045	39.72155
116.32711	39.72204	116.32711	39.72204
116.32703	39.72206	116.32703	39.72206
116.32703	39.72206	116.32703	39.72206
116.11736	39.72472	116.11736	39.72472
116.11736	39.72472	116.11736	39.72472
116.1174	39.72483	116.11736	39.72472
116.33996	39.7274	116.4088	39.66265
116.1359	39.73004	116.09196	39.68363
116.15528	39.7315	116.15528	39.7315
116.15528	39.7315	116.15528	39.7315
116.15528	39.7315	116.15528	39.7315
116.15528	39.7315	116.15528	39.7315
116.15528	39.7315	116.15528	39.7315
116.55766	39.73188	116.57323	39.67277
116.31462	39.73279	116.31462	39.73279
116.31462	39.73279	116.31462	39.73279
